user_id,place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text,review_photos
30,ChIJRerxK3DxaS4RIwwByfYBlY8,Agneya Restaurant,ChdDSUhNMG9nS0VJQ0FnSUN1amNIWnpnRRAB,5,"Setelah dari Melawai Plaza jalan kaki ke resto ini, menurut goggle map hanya 5 menit dari Melawai Plaza.

Lokasinya di belakang SMP 12. Tempatnya luas dan besar, saat kami datang suasana remang, cocok buat makan bersama keluarga dan teman-teman. Ada ruang privat juga.

Pelayanan ramah, kami langsung dilayani begitu masuk dan diberikan buku menu yg menyediakan makanan khas Indonesia spt rawon, soto nasi goreng dll, harganya termasuk meresahkan alias mahal utk makanan lokal.

Kami memesan pisang goreng, nasi liwet dan tahu telor.
Pisang goreng satu porsi harganya Rp 68.000,- dengan 1 cup saus caramel. Pisang nya sudah manis, pisang tanduk yg sdh matang, dicocol saus caramel makin enak buat saya. Nyocol nya dikit aja jadi gak eneg. Ada taburan kacang yg manis, enak dimakan begitu aja.

Nasi Liwet 1 porsi harganya Rp 62.000,- dengan ikan asap di atasnya dan sambal mentah. Nasi liwet makin enak dimakan bersama sambal yg segar tapi tidak terlalu pedas.

Tahu telor 1 porsi harganya Rp 78.000,- ini enak banget, tahu telor nya fresh from penggorengan dengan sayuran segar di atasnya dan rasa kacang yg manis.

Tadinya mau minum teh hangat tapi melihat harga 1 gelas teh hangat hanya berbeda 2 ribu dengan es badak akhirnya pilih es badak yg harganya Rp 38.000,- per botol.

Toilet nya agak spooky, remang remang dan old fashioned jadi gak berani ke toilet sendirian mana di pojok banget dan agak gelap.",setahun lalu,2022-08-03 8:27:39,,,,10,362,4948,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipMeVy8AZ5l0xRhAn3n4KDDZxHH-AazNWB-lLxnY=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNUpd7gIFclEGJiNyEaoJEcOlG6aFsXOIPFq0bc=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMfo1kLPNpJXaPHt4yK1v2iMHckd3KXp7xVGKUq=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipN2k2kfjbG837bhigLGi3fsSzOpYYT-9C4HAqWv=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipObw6SGPMiXSg-AyDA5GeJ_EqTHwLaJySYJWV7I=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipN1z8G_tAC_O1dtDpW-ZZJhVXavyu_IGei6Fyyf=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMv0DHPXOxJIAIActKZNVmEJlEAdbp1eGlViOT7=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNy8_zmtDKQLo6tRagv8lB9mqTQLoDccgDgeBqk=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNNJKt6mFu7UH_p-7uPF7XvyxM2w9NTEYcF27NH=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMhekCuJUPsWjDypXuR4H9Q1-7E1uXWdkiExFko=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPvK2gL2HubZStHcRNE37JWq03Y3C5h2RrVV5RT=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPfubpOW2oXPyZ0oq_LlDbWhF6pNdCpIrTzEnWI=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOse1QuSvAt-oMgKSQ91QWfk7-1amBGwkapZVjq=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMVdaXYvYIW2jQSWvRgW2lFTA7eftivN6yvXSFX=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPxzncEmZ81qZ3wY8VXezpZK_nb-3oZ59k9EeSY=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPYufgk0dRIqy1g-eD5iMzzsGN3E9bpOuD9O3pO=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNlo6WH8qpnxJTJlnS4RC_-TykKjZwLbBv49RPj=w150-h150-k-no-p""]"
23,ChIJRerxK3DxaS4RIwwByfYBlY8,Agneya Restaurant,ChZDSUhNMG9nS0VJQ0FnSUNwMnVyUlJBEAE,5,"Enak enak sih makanan indonesia tapi unik , pelayanan dan kebersihan oke . Tempat engga rame jadi nyaman",9 bulan lalu,2023-08-02 2:56:54,,,,4,34,75,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipNsGaL-VFdNZejYidctAOo--kaS1uU2HRm9kgsq=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMqOv0vqmfCsCtHJAetW6siWMhZC0a6MyiYUz3t=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNnBftSyXxczU3p2pBSteaFf1_yuJsnyKWKLVFZ=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMxEvyV6XPxFWoptCxqydFHGgloD7PfYRiU9rYL=w150-h150-k-no-p""]"
50,ChIJRerxK3DxaS4RIwwByfYBlY8,Agneya Restaurant,ChZDSUhNMG9nS0VJQ0FnSUN4aVAzTFJREAE,5,"restaurant indonesia yang selalu aku datengin kalo mau makan enak
menu yang sudah dicoba :
1. Ayam Bambu Bakar Rica-rica
2. Ayam Bambu Bakar Woku
2. Beef Rendang
3. Gado-gado
4. Sop Buntut Bakar
5. Soto Ayam
6. Sate Ayam Saos Kacang
7. Ayam Bakar
8. Nasi Goreng Ayam
Semua rasanya enak dengan bahan2 segar dan premium.
Untuk tempatnya ada smoking dan non smoking, untuk tempat smoking nya gelap jadi gak se estetik kalo kita ada di non smoking dining-room .
staffnya ramah semua.
terimakasih ",setahun lalu,2023-05-09 10:07:37,,,,0,15,14,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipO1Im2GqJMzBcUPk21padCv5kPvHA4ReRSbK-DB=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOs3wxojPvNbDr2WRJgn72zFNNqt-1bkg4kPID5=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNfh-r_JZGOpjMUsd7dDTYnr6BWA7XxJEfGXxAm=w150-h150-k-no-p""]"
29,ChIJRerxK3DxaS4RIwwByfYBlY8,Agneya Restaurant,ChdDSUhNMG9nS0VJQ0FnSUQ5NXRtWmtRRRAB,5,"Bukber kantor sekalian rapat di Agneya  memuaskan dan menyenangkan.

Dari komunikasi awal melalui wa hingga pelayanan di hari H (Kapten Rainer, pramusaji, hingga kasir), ramah, komunikatif dan tanggap.

Penyajian makanan dan minumannya cantik.

Dessert pisang goreng karamelnya enak. Sate kambing colo2nya ga bau prengus dan unik dengan tusukan yg panjang. Ayam bulu nangko jg enak. Sayur lodeh tahu tempenya sedikit asin. Bakwan syr goreng biasa.

Private room yg dipesan cukup lapang, berkapasitas 12 orang. Dekor ruangannya sangat cantik dan elegan. Dilengkapi 2 AC, 3 kaca besar dan akses 2 pintu, yang kalo ditutup, suara pengunjung dari ruangan lain hanya sayup-sayup.

Krn pd hari itu tidak ada event di lantai 2, bisa dipergunakan sebagai ruang sholat. Toilet bersih.",2 bulan lalu,2024-03-16 8:25:06,,,,1,22,12,FALSE,,,[]
5,ChIJKSZNwHHxaS4RHzihVeiYYN4,Patio by Plataran,ChdDSUhNMG9nS0VJQ0FnSUNONE9MN25RRRAB,5,Merayakan ulangtahun orang terkasih di Patio adalah pilihan yang tepat  variasi makanan dari selera nusantara hingga western. Cocok untuk semua anggota keluarga. Suasana yg homey sekaligus mewah.,4 bulan lalu,2024-01-11 8:30:49,,,,0,4,9,FALSE,,,"[""https://lh5.googleusercontent.com/p/AF1QipMYTPAK4EvnY1GbSCD06iDQpnXtZ11SIb4nywBF=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMh0AjdOUMdQPf2AxlJlWweMRM9zOmm67MSEbZF=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNbwS3_QKv7qnPLc8aZccDoTI-dN3VSyl4WJcPb=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMEeiFH2V6l0Igp7IGllT8btWBpUo-jI-QapAmq=w150-h150-k-no-p""]"
14,ChIJKSZNwHHxaS4RHzihVeiYYN4,Patio by Plataran,ChZDSUhNMG9nS0VJQ0FnSUNOLWNXYmVBEAE,5,"Staff ramah, makanan enak, mushola bersih. Restoran yang nyaman bagi pasangan maupun keluarga. Best.",4 bulan lalu,2024-01-16 3:27:23,,,,0,54,23,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipMyD8Qqcd7zkosGrPMCx1UkRsfSNTq4BTnzJ-hL=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNzHWlA1LSWmeivop6fUCIyGns39FDsZ_cP9xua=w150-h150-k-no-p""]"
48,ChIJKSZNwHHxaS4RHzihVeiYYN4,Patio by Plataran,ChdDSUhNMG9nS0VJQ0FnSUNEc2JYemhRRRAB,4,Pengalaman bukber kantor di sini. Untuk suasananya sih oke banget. Tempatnya nyaman. Untuk masakan rasanya enak tapi kurang istimewa. Kurang worthed sama harganya. Pelayanannya agak lama. Meskipun para pelayannya baik2 dan ramah. Keep it up guys.,2 bulan lalu,2024-03-29 15:11:51,,,,0,113,249,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipOqt9tIbLjcTGG0KpZ0tp6i_ZFvKIMeomSnt2M8=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNOiEOCVyT6Kb5xPsUgagKJpDoIoFuVpK28Aw3_=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOGp38DZK5E85_-O8UEGG4Yj0sVl1Qi6fiGr5QW=w150-h150-k-no-p""]"
28,ChIJKSZNwHHxaS4RHzihVeiYYN4,Patio by Plataran,ChZDSUhNMG9nS0VJQ0FnSUNwaWJIY0R3EAE,5,"Restorannya keren outdoor n indoor, suasana ruangan indoor yg nyaman n romantis dg alunan permainan piano yg jg keren. Betah berlama-lama sambil ngobrol. Makanan  n minuman enak. Pelayanan  bagus n cepat.",9 bulan lalu,2023-08-06 0:08:18,,,,4,150,631,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipMSWVHGCn-5vrGPVvRD9GUKxUuyDVlotoxZz708=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOPhOn5DwZRBo71he3QjGdqtxfNGGrmds-HKTaU=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipM1gIm2FpvqOJBTFj7locgtf12WS_acH-sqwdo3=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPxzu7w6p1ap8HH-JOcHKdV5RwvIS23F_pApyPi=w150-h150-k-no-p""]"
49,ChIJKSZNwHHxaS4RHzihVeiYYN4,Patio by Plataran,ChdDSUhNMG9nS0VJQ0FnSURoeDhiWXJnRRAB,4,"Nyaman.
1 kata yang tepat buat Patio.
Dari segi lokasi, pelayan, sampai makanannya.

Lokasi strategis di jalan raya wijaya walaupun parkir mobil terbatas.

Pelayannya semua ramah dan sat set sat set.

Makanannya enak, bahannya fresh, bumbunya pas.

Mau makan berdua atau makan rame-rame sama keluarga pas banget disini. Jarak antar meja juga ga terlalu deket, musicnya juga ga terlalu kenceng. Enak banget lah pokoknya.

Sebaiknya sebelum dtg disarankan reservasi dulu bisa via wa atau via aplikasi Chope",setahun lalu,2023-03-19 10:07:04,,,,0,87,199,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipOXp7wq2XlTSC0exyuxgJP3r0MhG1j515jSBkZh=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMYjco8EJ4fnHYJIrV5DVE4CvD4moWw8g7NoweN=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNy2uek4qHd7aTrneR0I3ZdQt4GFC5DCjSYtqIV=w150-h150-k-no-p""]"
25,ChIJKSZNwHHxaS4RHzihVeiYYN4,Patio by Plataran,ChdDSUhNMG9nS0VJQ0FnSUN4eGVQOHVRRRAB,4,Tempatnya bagus dan nyaman. Ada vallet juga. Untuk small bitesnya lumayan. Tidak begitu ramai. Waitressnya helpful dan ramah. Ada live piano music. Cocok untuk berkumpul dengan teman ataupun keluarga.,setahun lalu,2023-05-22 2:27:17,,,,0,155,1002,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipNZx87zwQYtjR3dUFd5-SushMPG8lv6flrZ3-Yg=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNfeeZHfv8Eb6syGlS6FrSwnzgD58n1REW3vybD=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPoMU1pM-RsDreiWQprbYU5RjlSb5XKRtH1SU9B=w150-h150-k-no-p""]"
48,ChIJKSZNwHHxaS4RHzihVeiYYN4,Patio by Plataran,ChZDSUhNMG9nS0VJQ0FnSUNEdWRxTFJBEAE,5,"saya suka disini, variasi makanan nusantara hingga western ada. sangat cocok untuk anggota keluarga dengan selera makan yang berbeda beda. tempat ini akan saya kunjungi lagi kemudian hari. terimakasih atas pelayanannya sangat memuaskan.",2 bulan lalu,2024-03-30 8:31:53,,,,1,34,40,TRUE,,,[]
21,ChIJKSZNwHHxaS4RHzihVeiYYN4,Patio by Plataran,ChZDSUhNMG9nS0VJQ0FnSURqeklXYVdnEAE,1,"Pas sampai ternyata sepi. Sudah jam 12.00. kalau dilihat dari penampakan lokasi, seperti sudah lama tidak dibuka. Mungkin restonya sudah tidak beroperasi lagi",sebulan lalu,2024-04-30 8:12:21,,,,0,5,4,FALSE,,,[]
35,ChIJ3yiSDfHzaS4RmgnzjYbGhrw,Henshin Restaurant,ChZDSUhNMG9nS0VJQ0FnSURUNWJMak5nEAE,5,"Makananya disini emang kelas bintang 5, sesuai dengan harganya, paling cocok buat dinner karena bisa liat city view & skyline kuningan jakarta yg indah, tempatnya mewah, overall puas",5 hari lalu,2024-05-26 8:51:19,,,,7,44,89,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipNAqilxCOPJXsq7oahpVPdPrM_N2t-pyWQgwsTC=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPsFWejNFU51U1RQwssE1oMBQhDlUUzfiDd3TBb=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNaBrdDxL1rtMoQZfrSYYM4Zou3U3J31OaVbd-I=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNNxw-eItAmSWWQH94uuOxg5SDW-ccVz93zOk2m=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNR2WO5DyUcJCT-q4x0Rcx3LoPFEMcLxA_5ZQMY=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMKNQSBhDfFjcR-iYPwyDON_9afuMZf7YLjoR5k=w150-h150-k-no-p""]"
40,ChIJ3yiSDfHzaS4RmgnzjYbGhrw,Henshin Restaurant,ChdDSUhNMG9nS0VJQ0FnSURUcV9TSXdRRRAB,5,"Semua staff punya hospitality yang baik, rasanya tasty, platternya cantik. Untuk pak Nathanael excellent banget pemahaman akan setiap makanan, minuman, dan setiap item pada menu. Thankyou Henshin team ",3 hari lalu,2024-05-28 3:33:55,,,,0,5,7,FALSE,,,"[""https://lh5.googleusercontent.com/p/AF1QipPRg_p_rcZBeDiWvGQ_yjnLxztyXsVL-GP6ilWX=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOBUXqKuu9liVr7vV3ogPwWYSH5aHSyHekKks-h=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipM-4OF5ySZx6ZaKmcZrfrP3Rurfky7Uf3gha3lE=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMChuO-udCd8EweXzjXGBjDpThBgFtmWWe-ZYrq=w150-h150-k-no-p""]"
34,ChIJ3yiSDfHzaS4RmgnzjYbGhrw,Henshin Restaurant,ChZDSUhNMG9nS0VJQ0FnSUNqa2JyNmJREAE,4,"Great view for anniversary. Booking mudah gak perlu dp, makanan ada yg enak, ada yg biasa aja. Ada beberapa makanan yg di antar dlm keadaan dingin (tdk hangat).
Karyawan? Ada yg ramah ada juga yg tidak.
Sekedar masukan, mau berapapun bill atau pesanan yg dipesan jgn beda2in perlakuan karyawan ke tamu yg datang..",sebulan lalu,2024-04-22 18:58:55,,,,0,48,30,FALSE,,,"[""https://lh5.googleusercontent.com/p/AF1QipPyXFGL8k2K3W6Tzt0vhWIQpWYqsu8X7uv8x3PH=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOYg37XLGhdtOnKwrw_-u3o-u1GQM6kaE6U6q_5=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPDc1Zmhs7FwTl53QBF-6FPTiI_WJ_QnIrX7iha=w150-h150-k-no-p""]"
8,ChIJ3yiSDfHzaS4RmgnzjYbGhrw,Henshin Restaurant,ChZDSUhNMG9nS0VJQ0FnSUM5el9HcVRBEAE,5,"Pengen balik lagii please, makanan enak, pelayanan ramah, suasana dapet bngt. Satu menu yg harus dipesen kalau kesana tuh concha.. fav aku bangett",2 bulan lalu,2024-03-11 10:41:40,,,,0,20,11,FALSE,,,"[""https://lh5.googleusercontent.com/p/AF1QipOJdGSFXL4ymr3jRnPYT77ZSbi4QnHwxldiTPyW=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOTOd7DFLOKeEHoCNlweJwTG27NdQF1WGx2a55b=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOD9_cDJ42HAKoCh-zmJm8sJS0STYNsbD7mjwl3=w150-h150-k-no-p""]"
38,ChIJ3yiSDfHzaS4RmgnzjYbGhrw,Henshin Restaurant,ChdDSUhNMG9nS0VJQ0FnSUNPcEpQWTBBRRAB,5,"untuk viewnya di sini ok ya..sudah tidak diragukan lagi..

kalau untuk makanan secara rasa sekitar 7 dari 10 ya menurut saya..saya datang ke sini tujuannya memang untuk cari suasana/beli experience saja..jadi ok lah..

walaupun saya telat beberapa menit dari batas waktu holding table(20menit dari booking time)..jadi hitungannya sudah telat lebih dari 20 menit, tetap diperbolehkan untuk masuk..

saat booking ada minimum order 500ribu per orang(cuma saya ga yakin ini benar2 dihitung harus 500ribu sih, sepertinya hanya untuk formalitas saja), tapi saya tetap pesan 1 org lebih dari 500ribu sih..krena harganya memang mahal2..hehe.. tapi masih wajar menurut saya..

pelayanannya memuaskan..pelayannya ramah semua dari yang antar customer naik lift sampai yg antar makanan dan yg bersih2 meja semuanya baik dan ramah..

tempat makannya juga bersih dan tenang kecuali barnya ya pasti berisik..hehe.. 
toiletnya juga bersih..

setelah selesai makan bisa foto2 di tangga, di bar, di lounge, dimana saja bebas diperbolehkan dan tidak dilarang selama tidak mengganggu customer dan pelayan lain..

jadi menurut saya secara keseluruhan sangat recommended ya.. ",setahun lalu,2022-06-02 5:01:15,,,,17,27,49,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipOnEv94fUv4L3Heus4tpMQs4XYHMS4VhJnXPKLH=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMIl1Z027h05R-L7GdA2u1DB1wxgcw1cIrXxqYR=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNQkBQ9zo0Ab2uHCquaUxFS6Nah4_GQnAsV6uHz=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMK0zxacPKJ9S_3crFnXxL7wu7ikf4TL6b9Azk7=w150-h150-k-no-p""]"
24,ChIJ3yiSDfHzaS4RmgnzjYbGhrw,Henshin Restaurant,ChZDSUhNMG9nS0VJQ0FnSUN4OXJXaE5REAE,5,"Makanannya enak walau pilihannya tidak terlalu banyak.
Jam buka mulai 5 pm
Lokasinya yg berada di lantai 68 tentu memberikan pengalaman yg luar biasa di saat kita makan bersama keluarga atau rekan bisnis.",setahun lalu,2023-05-17 12:48:37,,,,0,16,150,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipPasfQwSzRUpT1QOiy-Rg2Fr8Tp83bojZexdYzs=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPLdq1rGTvP31Ry31-Pb_LQxtnmbHaj-TfQ0pZB=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOoeJhmewutVbtrFM24R9zO_e0F_xYZWadvh-m7=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMQtL7ux8SZlG9HebQVuqNJrJLmX06XP-V9JYyn=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMeIb7UyvtA-V2zJ_Vpy_BQficlXEJei0s1a2GJ=w150-h150-k-no-p""]"
18,ChIJ3yiSDfHzaS4RmgnzjYbGhrw,Henshin Restaurant,ChdDSUhNMG9nS0VJQ0FnSUNoejUyOHdBRRAB,5,"resto makan cantik yang tidak hanya menjual view, tapi rasa makanan nya juga top semua   sangat recommended terutama buat merayakan special occasion (birthday, anniversary, dsb).. pelayanan juga sangat baik. definitely will come back ",setahun lalu,2023-02-25 8:33:16,,,,1,189,618,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipN4fpExXbkD1rb1M_06T5TG4nFdKc3jJ-vpEyIt=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipORzldV2kEjSBg-VW-PNvVkgfisPHVtjkP3EKSM=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOjx_4WF-SJOIhUe-kHTRGbl0d3HHZcN40suJpy=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipO-VWZzDO1afR3BEjzv-Zhi2u6FChXxNUmcf1hh=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipM5hxvjq0q744Zvwnv8CiLe40xeJ2-ml6BccK6d=w150-h150-k-no-p""]"
4,ChIJ3yiSDfHzaS4RmgnzjYbGhrw,Henshin Restaurant,ChZDSUhNMG9nS0VJQ0FnSURobWFtc1BnEAE,5,"Gokil sih nih tempat, yang mau nyoba Feel & Experience buat fine dining cocok banget jadi pilihan.

Kalau mau makan disini harus Reservasi dulu, lokasi Restaurant nya ada di Gama TowerThe Westin lantai 67-69

Per orang mininal spend Rp 500.000
Itu belum sama pajak, pajak nya lumayan besar 21% 

Disini kami pesan:
1. Sushi
2. Scallop
3. Ramen
4. Leci dan blueberry mocktai
5. Coklat dessert

Kalau mau foto-foto bisa minta tolong waiters nya",setahun lalu,2023-03-12 14:13:52,,,,9,99,881,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipN0qLvmry6XUkHpx-pJ1JBcB1nrVPjsvjXzfvC0=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipP1DsfzbBFdGLhxs9XKN0eaQNB_-ff67GzC2dyS=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMTq9fDYtq_B488fJk-v7EWm7EfeHEfyYz6GfTM=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOXhQKnyBWFKdlppWjysH_GR6hJ5dRKKWUSEXc-=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipO8QnsCqxwQMTL_nIJEFkoKTkVW4A2xf_I8E5UV=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMNdGz0fAbRPKdbONZXjU7URlJXS0Om6ulM5mNJ=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNXqwu6BYdVagBQg7-dQ5N8mHIeGWc5twJQhV8g=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMeYjAzrUtL14WBiF4h2tAMxbEOzBRrnmNJWqpi=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPsucCro4puCt96i4tEFvTsvnXao95XkO1woHNY=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOiRSYBzcbfXxL54Hj9u6_d5YMVqyN1RIc9jTq-=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipN0DzJafob3jTj9seI1OO36ZY5yF1gxYRY-CpSo=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNRGqyP9BQ_UZ_iJjELxQQBrpSLq98vZSYaQ8yI=w150-h150-k-no-p""]"
7,ChIJNx626AH0aS4RlQ5CSlPnxao,La Brasserie Restaurant,ChZDSUhNMG9nS0VJQ0FnSUNqejZLdGZREAE,5,"Resto ini berlokasi di lantai dasar hotel Le Meredian. Nyobain menu all you can eat nya. Makanan bervariasi dari western, indonesian flavors, japanese, india, Asian, salad bar, buah segar,  sweet, dan refreshments. Masakannya enak, recommended untuk acara keluarga, kumpul teman2. Pelayanan ramah, atmosphere nyaman.",sebulan lalu,2024-04-27 6:38:58,,,,0,218,876,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipMRBvJBtRe4p9JmJCbpODfLlCuWt3_kowLw4vUS=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipM41fl51QkNNpJBrSfYf0bDz38-LlBl_UtLQDMi=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMCHfMLSYW00dumuSglBfEoj459AiDbxEKuzYu9=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipMMATqD1zMfnjCxIiedOL-UzolaEHPKuHJr8WL4=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipNXk21ZJGJHLiZkSQg9YyWPl3ZhOVqL-608AwLB=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPv20fjCwwjYVGspJKfPpyvv9oDrujivk7wUFNC=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipONjezFDfH2RtwriFYBPy30HJ0mVGfXfQCG9zME=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipPTTWUzqJR1Z39iYUESpr-EQALS42-9LullPK9x=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOCR2zp_3cmqZf-8AkoBP92ncBykaJczfQhb0_o=w150-h150-k-no-p""]"
5,ChIJNx626AH0aS4RlQ5CSlPnxao,La Brasserie Restaurant,ChdDSUhNMG9nS0VJQ0FnSURObTdpdjZRRRAB,5,"Makanannya enak sekali, steak, mac n cheese, sashimi, ice cream, all the food is delicious. Hanya tempat nya saja yg kurang besar jadi antara meja 1 dengan meja lainnya sangat berdekatan. Hopefully bisa dibangun supaya kebih besar yaa.. Oia and i love the matcha chocolate cakenyaa..",4 bulan lalu,2024-01-26 7:42:57,,,,3,89,188,TRUE,,,"[""https://lh5.googleusercontent.com/p/AF1QipMiNQ-K0j3uDV1awx_C_TmMXRmMVuRID9-bJgd9=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipN3uLVU5Q5Xnuyt4D4pd8nk8HBg9Y5xfFpVRKRD=w150-h150-k-no-p"", ""https://lh5.googleusercontent.com/p/AF1QipOHBCH7fxBznmV04LRO4tDIElO-gc9tqK6fgUSM=w150-h150-k-no-p""]"
